Index,Variant,"Major area, region, country or area *",Notes,Country code,1950-1955,1955-1960,1960-1965,1965-1970,1970-1975,1975-1980,1980-1985,1985-1990,1990-1995,1995-2000,2000-2005,2005-2010,2010-2015
121.0,Estimates,Iraq,,368.0,-0.018,-0.032,-0.048,-0.15,-0.159,-0.754,-2.736,-7.626,-1.634,-0.163,-2.106,-3.16,3.261
122.0,Estimates,Israel,,376.0,35.227,17.597,18.104,5.394,10.725,3.533,0.133,3.049,18.592,8.65,3.263,7.805,0.504
123.0,Estimates,Jordan,,400.0,44.983,31.087,7.113,36.669,-3.264,-7.573,6.451,7.699,20.914,-8.287,-3.719,15.189,6.508
124.0,Estimates,Kuwait,,414.0,18.897,28.713,82.565,44.641,24.24,18.502,12.303,11.677,-62.87,11.047,13.26,39.225,29.777
125.0,Estimates,Lebanon,,422.0,0.225,4.795,2.053,-6.379,-0.821,-20.845,-16.235,-16.956,6.276,-1.878,30.468,8.812,49.078
126.0,Estimates,Oman,,512.0,-4.201,-3.818,-3.399,-1.483,6.344,15.009,12.289,1.349,9.361,-18.765,3.409,13.613,65.158
127.0,Estimates,Qatar,,634.0,37.137,21.611,54.073,45.741,50.234,29.187,68.661,27.145,-9.188,15.657,51.831,131.391,36.342
128.0,Estimates,Saudi Arabia,,682.0,1.574,1.359,5.643,7.004,14.832,22.966,23.917,7.952,-0.284,0.598,8.193,6.17,5.702
129.0,Estimates,State of Palestine,12.0,275.0,-14.338,-13.214,-13.736,-48.979,-5.273,-11.826,-7.521,-4.078,2.966,4.793,-11.171,-4.707,-2.003
130.0,Estimates,Syrian Arab Republic,,760.0,-3.817,-0.705,-0.641,-0.543,-2.338,-3.915,-1.773,-2.535,-1.045,-1.695,-4.406,3.809,-41.098
131.0,Estimates,Turkey,,792.0,-0.174,-0.714,-1.77,-1.945,-1.703,-1.772,-0.333,-0.582,-0.711,-0.493,-0.305,-0.143,5.299
132.0,Estimates,United Arab Emirates,,784.0,-0.37,-0.407,62.375,55.811,127.937,101.086,29.669,33.009,31.414,35.883,62.665,109.059,9.264
133.0,Estimates,Yemen,,887.0,-2.181,-3.02,-3.709,-8.345,-10.903,-2.02,-1.121,-0.92,9.884,-1.21,-1.044,0.0,-0.397
134.0,Estimates,EUROPE,,908.0,-0.462,-0.856,0.129,-0.084,0.624,0.608,0.466,0.721,1.572,0.924,2.273,2.32,1.119
135.0,Estimates,Eastern Europe,,923.0,-0.121,-1.603,-0.749,-0.367,-0.163,0.329,0.55,-0.102,0.9,0.586,0.752,1.225,0.629
136.0,Estimates,Belarus,,112.0,-8.612,-4.115,-2.986,1.305,0.5,0.21,0.959,-0.125,-1.237,1.117,-0.13,1.337,2.539
137.0,Estimates,Bulgaria,,100.0,-3.193,-1.128,-0.036,-0.154,-1.008,-2.157,-0.501,-4.142,-8.3,-2.607,-2.117,-2.2,-1.374
138.0,Estimates,Czech Republic,,203.0,1.315,-0.769,0.516,-2.633,0.201,0.196,-1.025,0.11,0.581,0.893,0.925,4.839,0.57
139.0,Estimates,Hungary,,348.0,0.517,-3.516,0.079,-0.193,-0.114,0.962,-2.24,-1.904,1.867,1.527,1.302,1.905,0.604
140.0,Estimates,Poland,,616.0,0.0,-1.162,-0.067,-0.89,-1.021,-0.61,-0.447,-2.426,-1.253,-1.266,0.198,0.027,-0.382
141.0,Estimates,Republic of Moldova,13.0,498.0,7.254,9.998,6.366,4.297,3.004,-1.346,-0.447,-3.941,-6.065,-7.743,-0.578,-2.325,-0.467
142.0,Estimates,Romania,,642.0,-0.024,-0.022,-0.021,-0.02,-0.019,-0.903,-1.75,-1.717,-4.478,-5.411,-4.506,-8.386,-4.393
143.0,Estimates,Russian Federation,,643.0,0.061,-2.099,-2.264,-0.858,-0.44,0.941,1.576,1.248,3.407,3.133,2.393,3.009,1.56
144.0,Estimates,Slovakia,,703.0,3.613,0.905,-1.241,-2.596,-0.658,-0.398,-1.371,-1.354,-0.568,-0.11,0.045,0.356,0.044
145.0,Estimates,Ukraine,14.0,804.0,0.227,-1.573,2.066,1.159,0.876,0.423,0.75,0.0,0.291,-1.857,-0.693,1.018,0.862
146.0,Estimates,Northern Europe,15.0,924.0,-1.285,-0.241,0.471,0.178,0.85,0.673,0.129,0.69,0.346,1.4,2.692,4.266,2.42
147.0,Estimates,Channel Islands,16.0,830.0,4.207,4.187,5.23,6.571,6.866,2.711,8.213,8.868,2.978,5.162,6.062,5.708,4.521
148.0,Estimates,Denmark,,208.0,-0.84,-1.447,0.097,0.903,0.931,0.586,0.364,1.281,2.524,2.822,1.722,3.209,3.452
149.0,Estimates,Estonia,,233.0,6.548,4.528,6.896,6.218,4.396,4.213,3.457,2.008,-14.925,-0.169,-2.673,-2.255,-1.792
150.0,Estimates,Finland,17.0,246.0,-1.579,-1.281,-2.89,-4.271,1.24,-1.238,1.082,0.739,1.871,0.862,1.226,2.681,3.952
151.0,Estimates,Iceland,,352.0,-0.55,0.388,-0.796,-2.78,-1.005,-3.523,0.221,0.521,-0.807,1.454,2.695,5.232,-0.234
152.0,Estimates,Ireland,,372.0,-10.067,-14.51,-7.733,-3.505,2.437,3.21,-2.903,-6.468,-0.591,4.456,9.941,8.985,-6.018
153.0,Estimates,Latvia,,428.0,2.804,5.949,6.944,6.007,4.534,3.321,3.131,3.203,-10.53,-3.214,-7.192,-7.982,-7.234
154.0,Estimates,Lithuania,,440.0,-4.658,-1.815,1.723,1.724,2.348,2.306,2.505,2.031,-5.477,-6.25,-4.904,-8.763,-11.3
155.0,Estimates,Norway,18.0,578.0,-0.237,-0.538,-0.124,0.73,1.486,1.025,1.205,1.846,2.181,2.656,2.957,7.314,9.331
156.0,Estimates,Sweden,,752.0,1.459,1.283,2.112,3.318,0.463,2.147,0.715,3.183,3.6,1.321,3.167,5.702,5.691
157.0,Estimates,United Kingdom,,826.0,-1.407,0.27,0.535,-0.309,0.381,0.139,-0.346,0.348,0.714,1.709,3.253,4.959,2.825
158.0,Estimates,Southern Europe,19.0,925.0,-1.689,-2.669,-2.226,-2.353,0.109,1.08,0.41,-0.296,-0.321,0.687,5.89,4.24,-0.739
159.0,Estimates,Albania,,8.0,-0.015,-0.013,-0.011,-0.01,-0.009,-0.008,-0.007,-0.006,-27.752,-11.534,-11.309,-16.907,-6.329
160.0,Estimates,Bosnia and Herzegovina,,70.0,-3.576,-3.254,-2.968,-5.502,-3.887,-3.696,-1.409,-2.535,-35.61,-8.343,1.826,0.192,-0.131
161.0,Estimates,Croatia,,191.0,-0.001,-0.001,0.087,-0.056,-0.825,0.821,2.335,1.102,-6.114,-8.32,-0.117,-1.037,-0.935
162.0,Estimates,Greece,,300.0,0.48,-0.344,-3.449,-2.29,0.242,7.082,2.336,3.171,8.947,5.509,2.063,1.441,-2.463
163.0,Estimates,Italy,,380.0,-0.858,-2.282,-0.914,-0.881,0.071,0.591,0.941,-0.035,0.536,0.784,5.61,3.404,1.77
164.0,Estimates,Malta,,470.0,-18.67,-17.695,-17.049,-8.254,-6.328,-3.087,1.75,0.668,1.589,2.273,2.938,6.686,3.01
165.0,Estimates,Montenegro,,499.0,4.77,-0.86,-0.784,-20.417,-0.745,-2.608,-0.67,-9.753,-6.556,-6.998,-2.601,-1.004,-0.773
166.0,Estimates,Portugal,,620.0,-6.209,-7.514,-12.337,-15.983,2.424,4.195,-1.359,-2.984,2.987,3.411,3.437,2.412,-2.675
167.0,Estimates,Serbia,20.0,688.0,1.008,-1.354,-2.291,-2.25,-0.497,0.176,-0.228,-0.586,3.677,-11.307,-5.927,-0.838,-2.233
168.0,Estimates,Slovenia,,705.0,-2.666,-1.242,-2.744,-1.813,2.103,3.877,7.232,3.301,-1.747,0.149,1.505,4.902,0.42
169.0,Estimates,Spain,21.0,724.0,-3.047,-3.083,-1.238,-0.883,0.556,0.418,-0.227,-0.347,1.617,4.451,13.376,9.95,-2.558
170.0,Estimates,TFYR Macedonia,22.0,807.0,0.0,-6.239,-5.315,-3.499,-6.925,-1.583,-7.451,-9.937,-13.52,-0.504,-1.507,-0.487,-0.483
171.0,Estimates,Western Europe,23.0,926.0,0.388,1.44,3.226,1.995,2.223,0.673,0.544,3.025,4.903,1.437,1.643,1.479,2.685
172.0,Estimates,Austria,,40.0,-2.247,-1.484,0.445,1.361,2.167,0.145,0.474,2.901,5.812,1.625,4.375,3.699,3.474
173.0,Estimates,Belgium,,56.0,1.353,0.974,1.548,1.804,0.808,1.432,0.273,0.902,2.292,1.315,4.754,4.973,4.858
174.0,Estimates,France,,250.0,1.397,4.162,6.187,1.668,3.101,0.549,0.98,1.716,1.054,0.643,2.452,1.548,1.041
175.0,Estimates,Germany,,276.0,-0.119,0.11,1.788,2.378,1.819,0.736,0.0,4.372,8.053,1.821,0.003,0.078,3.103
176.0,Estimates,Luxembourg,,442.0,3.829,2.705,5.29,3.534,8.814,6.599,1.397,6.855,10.148,9.447,6.476,17.512,18.122
177.0,Estimates,Netherlands,,528.0,-1.829,-0.402,0.196,0.868,2.701,2.608,1.113,1.822,2.899,1.96,1.795,0.676,1.311
178.0,Estimates,Switzerland,,756.0,5.467,5.033,9.929,3.099,0.804,-4.277,2.541,3.987,7.228,1.839,5.108,9.052,9.48
179.0,Estimates,LATIN AMERICA AND THE CARIBBEAN,,904.0,-0.171,-0.988,-1.203,-1.513,-1.483,-1.846,-1.781,-1.634,-1.388,-1.703,-2.026,-0.923,-0.672
180.0,Estimates,Caribbean,24.0,915.0,-5.071,-5.371,-6.048,-6.728,-4.673,-4.222,-4.675,-3.992,-3.251,-3.42,-3.515,-3.553,-2.738
181.0,Estimates,Antigua and Barbuda,,28.0,0.756,-16.639,-5.958,-5.199,-8.539,-10.009,-25.991,-23.906,8.037,12.113,-0.704,-0.217,-0.125
182.0,Estimates,Aruba,,533.0,-7.727,11.371,-15.499,-14.688,-11.818,-18.12,-6.241,-16.597,39.917,16.184,13.124,-0.875,2.439
183.0,Estimates,Bahamas,,44.0,-0.541,17.125,23.01,18.203,0.99,2.794,0.162,-0.895,-0.295,-2.143,9.875,8.325,5.166
184.0,Estimates,Barbados,,52.0,-6.23,-15.113,-13.642,-10.021,-4.482,-2.886,-4.4,-3.159,-2.485,-0.99,-0.057,1.481,1.547
185.0,Estimates,Cuba,,192.0,-0.963,-1.608,-5.433,-6.0,-4.187,-3.321,-5.422,-1.355,-2.234,-2.979,-2.681,-3.438,-1.41
186.0,Estimates,Curaçao,,531.0,4.825,-9.819,-11.889,-6.524,-6.805,-17.771,-11.347,-19.589,-15.855,-24.75,-9.285,22.185,7.493
187.0,Estimates,Dominican Republic,,214.0,-1.474,-2.089,-2.425,-2.681,-2.935,-3.179,-3.841,-3.934,-3.825,-3.65,-3.428,-3.214,-2.996
188.0,Estimates,Grenada,,308.0,-14.158,-12.218,-19.449,-19.722,-24.456,-28.364,-0.61,-30.584,-7.984,-9.733,-8.079,-8.234,-8.083
189.0,Estimates,Guadeloupe,25.0,312.0,-2.515,4.306,-7.554,-11.788,-15.365,-14.493,3.553,3.158,-2.099,0.173,-0.518,-5.73,-1.618
190.0,Estimates,Haiti,,332.0,-1.782,-1.897,-2.556,-2.584,-3.574,-3.62,-4.141,-4.005,-3.753,-3.543,-3.144,-2.866,-2.897
191.0,Estimates,Jamaica,,388.0,-5.01,-18.869,-17.408,-18.522,-10.606,-10.813,-7.214,-13.511,-9.025,-7.073,-6.972,-7.012,-7.01
192.0,Estimates,Martinique,,474.0,-6.846,0.027,-5.531,-14.512,-16.591,-12.663,-0.985,-0.134,-3.712,1.344,-2.045,-7.13,-2.874
193.0,Estimates,Puerto Rico,,630.0,-25.952,-18.206,-7.426,-10.157,-2.909,-1.28,-2.954,-3.205,-0.016,-1.627,-7.711,-7.391,-5.602
194.0,Estimates,Saint Lucia,,662.0,-21.513,-28.186,-20.133,-15.358,-18.041,-15.687,-13.324,-6.443,-6.74,-1.247,-0.282,3.326,0.044
195.0,Estimates,Saint Vincent and the Grenadines,,670.0,-13.967,-14.726,-22.348,-22.704,-18.9,-14.801,-14.333,-13.403,-16.105,-14.717,-9.601,-9.395,-9.142
196.0,Estimates,Trinidad and Tobago,,780.0,-0.809,-0.711,-13.161,-13.251,-5.999,-5.887,-6.077,-7.534,-5.163,-5.16,-2.052,-1.722,-0.744
197.0,Estimates,United States Virgin Islands,,850.0,-2.151,-3.465,49.95,11.418,25.109,4.258,-6.878,-21.462,-8.785,-7.305,-9.75,-11.564,-6.778
198.0,Estimates,Central America,,916.0,-1.36,-1.463,-1.668,-2.473,-3.103,-3.813,-4.35,-4.142,-3.317,-4.011,-5.024,-1.317,-1.25
199.0,Estimates,Belize,,84.0,-7.947,-6.384,-4.88,-5.181,-16.701,-19.526,-6.901,-6.133,-9.136,10.486,4.37,5.768,4.461
200.0,Estimates,Costa Rica,,188.0,0.945,1.164,1.082,0.911,1.281,1.553,1.475,1.196,4.19,4.816,2.045,1.38,0.841
201.0,Estimates,El Salvador,,222.0,-5.37,-3.38,-1.613,-2.581,-4.656,-7.529,-9.759,-10.093,-9.783,-11.468,-10.64,-9.534,-7.905
202.0,Estimates,Guatemala,,320.0,-0.237,-0.336,-0.903,-1.596,-2.778,-5.391,-5.776,-5.788,-5.329,-5.08,-3.216,-1.891,-1.545
203.0,Estimates,Honduras,,340.0,1.248,1.075,1.01,-5.551,-3.449,-1.779,-2.54,-3.063,-4.574,-6.084,-4.572,-2.781,-2.054
204.0,Estimates,Mexico,,484.0,-1.32,-1.639,-1.986,-2.566,-3.189,-3.723,-4.143,-3.77,-2.895,-3.741,-5.347,-0.717,-0.853
205.0,Estimates,Nicaragua,,558.0,-1.541,-1.34,-1.46,-1.703,-2.926,-3.837,-6.323,-7.64,-5.482,-6.017,-6.688,-5.577,-4.569
206.0,Estimates,Panama,,591.0,-3.057,-2.319,-1.949,-1.791,-1.506,-1.512,-1.211,-0.801,0.15,0.68,1.016,1.282,1.489
207.0,Estimates,South America,26.0,931.0,0.949,-0.205,-0.378,-0.479,-0.476,-0.808,-0.454,-0.397,-0.426,-0.602,-0.675,-0.487,-0.221
208.0,Estimates,Argentina,,32.0,3.437,1.416,1.137,1.124,2.318,-1.698,0.957,1.014,0.177,-0.444,-0.472,-0.423,0.142
209.0,Estimates,Bolivia (Plurinational State of),,68.0,-1.983,-1.7,-1.752,-1.726,-1.808,-2.265,-2.949,-3.275,-2.524,-2.087,-2.061,-1.764,-1.197
210.0,Estimates,Brazil,,76.0,1.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016
211.0,Estimates,Chile,,152.0,-0.915,-0.813,-0.828,-0.937,-1.036,-0.942,-0.639,0.125,0.915,0.976,1.2,1.683,2.303
212.0,Estimates,Colombia,,170.0,-2.454,-2.775,-2.852,-2.728,-2.478,-2.187,-1.866,-1.556,-1.249,-0.976,-0.76,-0.641,-0.616
213.0,Estimates,Ecuador,,218.0,-0.108,-0.376,-0.368,-0.194,-0.168,-0.192,-0.329,-0.353,-0.351,-1.163,-1.821,-0.628,-0.489
214.0,Estimates,French Guiana,,254.0,1.712,4.665,19.591,18.589,9.717,16.546,28.089,33.13,7.031,8.784,19.309,2.748,4.777
215.0,Estimates,Guyana,,328.0,4.867,-0.388,0.702,-12.837,-14.506,-14.139,-31.28,-36.304,-21.237,-14.911,-15.818,-9.126,-7.176
216.0,Estimates,Paraguay,,600.0,-10.041,-8.348,-6.93,-5.669,-4.469,-3.103,-1.238,-0.875,-1.384,-1.743,-1.691,-3.908,-2.699
217.0,Estimates,Peru,,604.0,-0.4,-0.467,-0.554,-0.802,-1.232,-1.215,-1.279,-1.789,-2.564,-4.324,-4.745,-3.44,-1.58
218.0,Estimates,Suriname,,740.0,-2.944,-4.011,-7.109,-7.887,-30.968,-22.25,-17.308,-2.485,-1.565,-1.037,-9.105,-2.247,-1.885
219.0,Estimates,Uruguay,,858.0,0.867,1.629,-0.459,-2.471,-9.645,-4.177,-2.024,-1.96,-1.263,-1.589,-6.259,-2.985,-1.763
220.0,Estimates,Venezuela (Bolivarian Republic of),,862.0,7.959,2.142,0.42,0.059,0.014,0.015,0.017,0.01,-0.005,-0.018,-0.06,-0.204,-0.46
221.0,Estimates,NORTHERN AMERICA,27.0,905.0,1.657,2.477,1.073,1.87,3.053,3.471,2.807,3.333,3.653,6.203,3.845,3.744,3.521
222.0,Estimates,Canada,,124.0,8.349,6.675,1.894,5.918,6.923,3.677,2.987,6.541,4.907,5.077,6.523,7.411,6.713
223.0,Estimates,United States of America,,840.0,1.059,2.084,0.995,1.463,2.652,3.454,2.789,2.987,3.521,6.331,3.557,3.347,3.171
224.0,Estimates,OCEANIA,,909.0,7.129,5.432,5.075,8.958,2.854,0.855,3.494,4.329,2.868,2.154,3.565,6.178,5.026
225.0,Estimates,Australia/New Zealand,,927.0,9.344,7.264,6.388,11.442,4.169,1.848,4.912,6.642,4.437,3.754,5.993,9.384,7.49
226.0,Estimates,Australia,28.0,36.0,10.081,8.145,7.073,14.053,3.943,3.297,5.983,8.103,3.987,4.056,5.841,10.676,8.871
227.0,Estimates,New Zealand,,554.0,6.173,3.449,3.42,-0.193,5.196,-4.802,-0.181,-0.565,6.675,2.261,6.737,2.936,0.327
228.0,Estimates,Melanesia,,928.0,-0.5,-0.611,0.281,-0.243,-0.554,-1.461,-0.734,-2.717,-1.102,-1.347,-1.686,-0.854,-0.749
229.0,Estimates,Fiji,,242.0,-2.107,-2.668,1.144,-3.887,-4.56,-6.836,-3.453,-18.573,-9.519,-10.653,-15.137,-6.839,-6.557
230.0,Estimates,New Caledonia,,540.0,-10.445,6.732,7.91,2.255,11.048,-1.81,-2.82,0.589,5.343,5.582,4.35,3.565,4.444
231.0,Estimates,Papua New Guinea,,598.0,-0.075,-0.81,-0.418,0.26,-0.561,-0.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232.0,Estimates,Solomon Islands,,90.0,3.739,4.668,3.687,2.945,2.395,0.172,-0.001,-1.258,-0.579,-0.351,-2.222,-4.78,-4.278
233.0,Estimates,Vanuatu,,548.0,-0.405,-0.411,0.194,-1.268,3.107,0.455,-5.393,-4.05,-0.375,-8.024,-0.509,1.019,0.481
234.0,Estimates,Micronesia,29.0,954.0,-7.259,-6.643,-4.051,-2.961,-8.976,-4.929,5.3,4.502,-0.187,-9.354,-16.744,-17.308,-6.239
235.0,Estimates,Guam,,316.0,-12.566,-14.073,-8.208,-3.634,-4.809,-3.06,0.198,0.16,2.52,-5.472,-12.184,-12.303,0.0
236.0,Estimates,Kiribati,,296.0,-6.214,-5.792,-5.561,-5.219,-5.642,-8.998,-10.092,-2.246,-12.25,-7.345,-4.615,-1.186,-3.961
237.0,Estimates,Micronesia (Fed. States of),,583.0,0.0,0.0,0.0,0.0,-25.677,-1.61,0.0,-5.408,-4.383,-25.337,-24.061,-23.129,-15.748
238.0,Estimates,Polynesia,30.0,957.0,-8.086,-10.717,-1.911,-5.193,-11.922,-12.673,-10.995,-12.581,-12.294,-9.871,-9.936,-11.824,-8.424
239.0,Estimates,French Polynesia,,258.0,-3.984,-6.607,7.439,6.559,7.28,5.446,4.466,0.258,-4.182,3.079,0.063,-2.649,-0.363
240.0,Estimates,Samoa,,882.0,-6.273,-4.663,-2.466,-7.464,-18.077,-22.888,-22.092,-23.108,-16.484,-20.071,-17.742,-16.801,-13.384
241.0,Estimates,Tonga,,776.0,-6.296,-16.849,0.303,-7.93,-17.682,-17.4,-26.834,-23.06,-23.203,-17.96,-16.36,-16.007,-15.378
